codSubasta;aut_Fax;aut_Correo electrónico;Tipo de subasta;aut_Dirección;aut_Código;descripcion;adm_NIF;Identificador;expediente;aut_Teléfono;Forma adjudicación;Valor subasta;Lotes;Tramos entre pujas;Fecha de conclusión;adm_Nombre;Tasación;adm_Localidad;estado;autoridad;Importe del depósito;adm_Provincia;Puja mínima;Scrap;Anuncio BOE;Fecha de inicio;aut_Descripción;adm_Dirección;Cantidad reclamada;link;
SUBASTA SUB-JA-2016-2419;;;;;;FINCA Nº 16005 Inscrita en el Reg. Prop. de Girona nº 2, T 4025,L 1211 y F ;;;1334/15;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 4 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-24196&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2434;;;;;;FINCA Nº 4876 INSCRITA EN EL REG. PROPIEDAD GIRONA Nº 1, F 57, L 947 y T 349;;;1144/15;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 4 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-24343&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2752;;;;;;LOTE UNIC;;;0762/13;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 2 - SANTA COLOMA DE FARNERS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-27524&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2696;;;;;;SUBHASTA EH 520/2014FINCA URBANA 13.99;;;0510/14;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 6 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-26966&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2625;;;;;;Finca Registral nº 9223 inscrita en el Rto. Pdad. Figueres, Tomo 2016, Libro 188. Folio 18;;;0223/15;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 7 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-26258&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2586;;;;;;Según certificación registral adjunta;;;0649/11;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 2 - BISBAL;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-25861&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-1926;;;;;;VIVIENDA SITA EN C/RAMON Y CAJAL NÚM 21 3º 2º SAL;;;1309/14;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 1 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-19261&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2636;;;;;;Finca sita en Urb. Empuriabrava, termino de Castelló d'Empuries, sector Muga, parcela ;;;0399/11;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 1 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-26368&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-1218;;;;;;FINCA URBANA REGISTRAL Nº 803;;;0264/14;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 7 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-12181&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2304;;;;;;Finca 1178 de Sant Julià de Ramis, Registro Propiedad 4 Girona, Tomo 4184, Libro 66, Folio 12;;;0048/13;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 5 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-23048&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2583;;;;;;Según certificación registral adjunta;;;0694/14;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 2 - BISBAL;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-25830&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2646;;;;;;1/2 indivisa. Urbana Vivienda tipo B,  letra B,  segunda planta de la Ctra Barcelona, 10 Giron;;;0681/09;;;;;;;;;;Concluida;JUZGADO 1ª INSTANCIA 5 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-26468&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-25164;;;;;;Subasta con varios lotes. Lote 1: Finca sita en C/ Mestre Francesc Civil, núm. 3, 4º 1ª, de Girona. Lote 2: Finca Av. Sant Narcís, núm. 24, 1º 2ª, de Girona. Lote 3: Finca sita en C/ Isaac Albéniz, núm. 9, casa 8, de Castell-Platja d'Aro;;;0597/13;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 1 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-25164&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2612;;;;;;Parcela de terren;;;0828/13;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 3 - SANT FELIU DE GUIXOLS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-26127&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-1786;;;;;;FINCA URBANA 4078 SITA EN CASSÀ DE LA SELV;;;1688/14;;;;;;;;;;Cancelad;JUZGADO 1ª INSTANCIA 2 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-17861&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2432;;;;;;FINCA REGISTRAL Nº 700 REGISTRO PROPIEDAD SANTA COLOMA DE FARNER;;;0535/13;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 6 - SANTA COLOMA GRAMENET;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-24323&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-24169;;;;;;Subasta con varios lotes. Lote 1: Lote nº1 Finca registral nº 3738 Lote 2: Lote nº 2 Finca registral nº 3724/7P4;;;0233/15;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 8 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-24169&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2323;;;;;;Vivienda urbana sita en c/Rectoria núm. 15 en Sant Hilari Sacal;;;0198/15;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 3 - SANTA COLOMA DE FARNERS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-23233&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-704;;;;;;FINCA SITA EN TERMINO MUNICIPAL DE OLOPT;;;0125/13;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 1 - PUIGCERDA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-7048&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-560;;;;;;FINCA SITA EN EL TERMINO MUNICIPAL DE PUIGCERD;;;0026/12;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 1 - PUIGCERDA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-5602&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2063;;;;;;Vivienda situada en c/ De la Selva núm. 3, 2-4 Arbúcie;;;0224/13;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 3 - SANTA COLOMA DE FARNERS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-20636&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2728;;;;;;Finca urbana, sita en Salt, c. Dr. Ferran, 16, entlo.-Puerta 4;;;1910/13;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 3 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-27283&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-1011;;;;;;FINCA URBANA VIVIENDA EN SAL;;;1549/13;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 4 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-10115&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-803;;;;;;FINCA 16940. URBANA.VIVIENDA. GIRON;;;1571/14;;;;;;;;;;Cancelad;JUZGADO 1ª INSTANCIA 3 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-8031&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2117;;;;;;APARTAMENTO ESCALERA C PUERTA SEGUNDA, SEGUNDO PIS;;;0258/14;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 3 - SANT FELIU DE GUIXOLS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-21170&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2107;;;;;;Rambla Xavier  Cugat, 15-B, entr. 1ª, Giron;;;0043/15;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 3 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-21078&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2589;;;;;;Según certificación registral adjunta;;;0189/15;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 2 - BISBAL;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-25890&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
